用户名,评论时间,评论内容,评分,赞同数,情感
申报记者何书桓,2023/4/20 11:10,刚看完出来，没给我气死。年初的情人节档到今天的情人节档，青春系的爱情片全军覆没，没一部能看的，光线倒是从不缺席。,10,0,0
Sincerely.,2022/9/21 14:19,"你们的样子像极了大冤种
观众看这部电影的样子也好像大冤种",20,0,0
无复烟火,2022/10/20 21:32,青春疼痛文学，女主已经够勇敢了。男主上升期觉得自己趁人之危，平台期觉得自己力有不逮，下降期直接堕入尘埃，这种优柔寡断的性格，就应该孤苦一生不是吗,30,2,1
好运连连,2022/9/17 0:02,此类电影在前半段永远拍得极好，后面总能狗血到wtf，我们其实一直在失去，只不过年轻时的我们觉得那些东西可以一直存在，20岁真好，但想要永远都没有,30,0,1
太阳186,2022/9/22 1:12,虽然有遗憾的剧情才更容易被大家记住，但我更希望能来个大圆满，这样大家走出影院才会有200%的力量，去面对自己真正的爱情。,40,1,1
Futako,2022/9/25 19:02,没有高分的话，我就给5分，虽然还是传统老掉牙的剧情，但每每观影之中的时候却依旧回忆满满，可能是已经过了那个时光，所以还是觉得很美好。。。不管有没有结局，,50,2,1
Cherryzz21,2022/8/15 18:53,剧情狗血到没法看,10,4,0
荒,2022/9/30 13:01,青春的大多数遗憾都是因为不敢勇敢吧,40,2,1
白马窃玉,2022/9/17 3:20,你没那么爱她，你不过是自我感动罢了。爱情不需要那么多预设和安排，但不能没有冲动。,20,0,0
qiaoqiaoke,2022/11/3 0:55,男闺蜜做自己的伴娘，这也许是最好的结局。,40,0,1
墙井怒欺大西几,2022/8/4 15:51,值得静下来的时候再看一遍，很吃女主的颜，非常虐，非常清春，非常美好,40,4,1
紫色小影,2022/8/6 20:08,前半段其实还可以，但后面非常离谱，我不明白男主为什么那么怂，主创说因为男主觉得自己不能趁人之危，后面情敌出现了又认为情敌才更适合女主。我明白了，就是男生彻底的不负责任和自我感动。,20,0,0
暖洋洋的小暖,2022/10/7 2:21,女主美,0,0,0
CobraCB,2022/10/10 20:03,仍然是常见的基调，不过也变相证明了即使没有大流量加持也可以拍足以及格的青春爱情片，至少比一堆三十多岁的老脸装大学生真诚多了。,30,1,1
蒋小皮同学,2022/8/5 17:32,还阔以，听了原版剪辑后，会觉得啊好可惜，明明可以更好的！火车上那段挺戳我的。,30,1,1
Yahto,2022/9/16 19:57,6.2/10，怂的过于真实，不过女主还挺好看的。,30,0,1
Harvey0077,2022/9/20 1:14,不得不说，至少，这部没有像同类片中那种凑时长 滥竽充数的人物和情节，而且，镜头语言也还不错，没有瞎用BGM，而且，演员演技非常好，女主还是网红出身，演技看着很舒服，导演厉害。但是缺点也很明显，比如情节太公式，不自然，以及一个硬不起来的男主……,30,0,1
张无情,2022/11/12 22:49,你们的样子像极了傻篮子。,10,0,0
小刀大神,2023/3/15 0:10,情节太碎了，衔接和剪辑都一般，演员演技不行，但三个女生都挺好看的。如果是个好结局还能给三星。,20,0,0
蒿艾离离,2022/9/23 1:11,爱，就该说出口……心智不成熟,20,0,0
你这样无意义哦,2022/10/30 16:06,这种内耗式明恋，就是所有人都知道你俩互相喜欢，包括你俩，但就是不敢情侣干的事，怼到一起没办法了，就互相暴力沟通。明知道，但就不，是这种青春伤痛片自找苦吃的唯一存在方式。俩人没一个人做对方希望的事，这是成年感情和非成年感情唯一分界线，导演啊导演，文艺男式内耗的典型,20,0,0
灵灵零,2022/8/4 21:18,"前一个小时的笑点和甜点我都get到了！但是后期剧情太牵强，这样子的两个人强行煽情be我不能接受！所有的虐点都没有虐到我，只是为剧本感到尴尬！人到底要多相爱多互相关心才能在一起呢？都这样了，还差那一句表白吗？两个成年人都有工作如果度过了整个青春还有决心在一起哪有这么困难呢？
然后周深拿着世界上最甜美阳光的笑容说自己演了个毒舌高冷大明星？不是吧不是吧，他平时微博怼粉和采访都比电影里的强好吗[单身狗]请给我高冷A酷的深总好吗[单身狗]求求了[单身狗]而且一个镜头都没有比放出来的花絮多呢[单身狗]
还有抱歉啦虽然周深好听但是歌本身我也没有很get到呢[苦涩]也许这就是大龄青年的泪水不好被赚到吧[苦涩]糖可以砸死我但是虐呵呵不为所动[感冒][/cp]",30,1,1
梦中吟,2022/11/9 13:06,蛮不错的，恋爱未满友达以上，男生太怂了，果然在爱情里一般都是女生比较勇敢点。,30,0,1
emma,2022/10/1 0:49,"恋人未满，友人以上。不过这里不仅仅是crush这么简单。本以为迫不得已的“开房”后便可以在一起，却因为他的“自卑”，她的“骄傲”，错过了。本以为追上了火车便可以在一起，却因为他的“无从谈起”，她的“不敢触碰”，错过了。本以为停电的那几分钟后便可以在一起，却因为他的“不得志”，她的“嗫喏”，错过了。
一次次的错过，这也就是年轻时候的我们会做的。岁数大了，想开了放开了，才发觉，那时候，自己还是怂了。
片子选的男女主配都很不错，算是新人演员，虽略生涩，但符合角色的新鲜和稚嫩。
国产爱情片，基本没有及格的前提下，四星以资鼓励。",40,2,1
别说多情好,2022/10/8 2:58,电影还是值得看看的，总体来说还算是比较满意，故事说圆了，但其中有一些牵强之处。最可恨的是男主角怂货，始终不肯跨出一步，给女友一个明确的身份，导致最终错过的。,30,0,1
annie姐,2022/8/4 21:13,比「遇见你」失败的要好一点点程度，国产爱情片再不加油就真是烂片。七夕节放出来的爱情电影be的无理取闹，做作。避雷。,20,4,0
薛定谔的猫,2023/2/5 14:56,“你问我爱情是什么，我觉得是本能和选择。”或许爱情是一种懂也做不好的事情，有时候你以为幸福是你能给对方你想给的，但实际上是你能给对方想要的。爱不是一味的付出，道德式的自我感动。,30,0,1
麻子,2022/9/22 23:26,小心眼的男主，把一手好牌打的稀烂。致那些年，我们错过的女孩。,40,1,1
冷漠大王,2023/1/30 18:19,为了看母校的取景，看过了。女主还是很美，初恋脸。,20,0,0
Ann,2022/8/7 14:50,剧情太烂，实在对不起我去电影院看。。。。,10,8,0
苏烨也,2022/10/6 15:25,两颗星都是给周深的??,20,0,0
行至水深处,2022/9/25 17:59,《那些年》的翻版。年少的倔强，谁又能够逾越，谁先转身谁就输，谁先认错谁就输。可是，转身或认错，又真的那么重要吗？一转身，就是一世，两个人分道扬镳的一生。,30,0,1
balala,2022/8/5 10:47,"作为在长沙实习的编导生有实实在在代入了
希望这样题材的电影可以再多些
感情线的剧情…
害随便吧",30,1,1
漆雕温度+,2022/9/17 22:10,明明就是爱情未进婚姻，还说像，像个婚姻不得了,20,0,0
小佩,2022/9/18 9:24,扎心,40,0,1
"金子,、",2022/9/29 22:17,比预想好看，超出我的预期，女主颜值也很高,40,2,1
skyandstar,2022/8/4 21:27,无中二，不少年。,30,0,1
任可,2022/9/15 16:50,始终觉得打2星有点亏，毕竟还是有诚意的，很用心。男女主也都是好看的,30,0,1
梨之雀静,2022/9/15 23:17,又是一个爱你在心口难开的故事。整体还行的，没有想象中那么差，连我这个不喜欢看青春片的人都看进去了。遗憾的是从长沙同居那段开始彻头彻尾地崩坏，男女主都丧失了基本的人物和情感逻辑。不过，我还是能够理解男主的，或许我就是他那类的人吧。看着评论区里这么多人喷男主怂，我想，人类的悲欢大概并不相通吧。,30,0,1
漫漫长路,2022/10/3 15:08,片名扣一分，0分！,10,0,0
天才小猫崔然竣,2022/9/16 19:11,像极了爱情的是阿香和丽丽。男主真有够没种的 就尼玛活该。光线赶紧倒闭吧 别再拍这种无病呻吟矫揉造作的青春疼痛大礼包恶心人了。女主如果真是80咖的话那这电影就更ex了趁早抬走吧。,20,0,0
Neil,2022/9/25 13:40,看完不生气吗？？？虽然不是青春故意疼痛文学，但这电影着实是：青春故意遗憾的电影！！！！越看越生气！,30,0,1
布拉格的lisa,2022/8/7 13:21,一部青春片，居然看哭了。片名让人不想看，但确实很不错，演员、故事都很棒，有些情节确实触动，可能就这样触发了青春时光的心弦，也说不出具体哪一块，就是经历过那个年龄，会有共鸣，会有遗憾，会有甜有伤。 “对面那栋楼，明年带你看真正的阳光。”现实的挫折与想象的激进冲突后，我们情绪会有波澜，但青春的盘子，颓废又怎样，自己经历的，好坏都是自己独有的故事。,50,2,1
普蓝深红,2022/10/11 19:10,这才是纯真年代！一去不复返！结尾很现实，但其实是不可挽回的错误！爱情就是皇冠上的明珠，从没变过！,50,1,1
GYYyyszbd,2022/9/30 8:25,20220927 男主太幼稚太自卑了，两个人但凡有一个直接说出来也不至于…但他们都已经住在一个屋檐下了，真的培养不出明显的感情嘛，感觉有点扯，还有那个女三，真的好绿茶…不过主要还是男主幼稚，不会拒绝吗？不是什么饭都可以一群人一起吃的…,20,1,0
电影怪客,2023/2/22 20:56,差两点就成好片了,30,0,1
poet消逝的我们,2023/4/15 0:04,我明白这片名的意思了，是像极了爱情，但不是爱情，我说为啥爱一个女孩最后就是为了给她当伴娘呢，可能这就是纯爱战士吧,30,0,1
桃李春风换杯酒,2022/11/5 7:46,#2022084#没有名导没有著名演员，反而作品出乎意料。,40,2,1
蓓逸mia,2022/8/7 23:46,参与了七个城市的路演，虽然有的场次反响平平，但还是在更多人脸上读到了动容与感慨。依稀记得第一次看爱情的时候满脸写着拒绝，然后在影院里哭了三次，笑了无数次，最直观的情绪不会骗我的。虽说还是沿用了光线青春爱情片的老套故事框架，但是能看到更多具有挑战的部分，譬如启用的新人演员，还有那句始终没来得及说出口的爱情，在现如今的速食时代显得尤为珍贵。当视角更替，看到许一对高晓楠的默默守护与爱，本来狗血的结局有了不同意味，满足我个人的观影感受，应该也有人与我感同身受。,50,2,1
孤独患者,2022/11/1 22:50,女主好漂亮，但是剧情给血压都看高了。,30,2,1
浅语,2022/10/8 16:59,"如果我是高晓楠，我也绝对绝对不会选择许一！再等等，再等等，人生能有多少青春？
相比而言男二和女二那对真的哪哪哪儿都超棒????",30,1,1
慕思唐,2022/11/2 23:00,两个小时诠释什么叫“揣着明白装糊涂”…,20,0,0
茶涤纶,2022/8/5 23:29,雨少下一点，背景虚化少一点。,30,0,1
青衫仗剑,2022/9/21 20:13,前半段大学时光还挺有趣的，后半段从住酒店起就开始胡编乱造了。,30,0,1
核仁烤排骨,2022/4/29 20:20,这种电影才像阿斯巴甜，没有情感，全是人工合成，真不知道一直批量复制这种国产爱情片有什么意义…,20,1705,0
灬立花丶泷,2022/4/29 20:20,哪怕在健康的恋爱观下，国产的爱情片仍然是如此烂。,20,1672,0
春暖腹寒,2022/4/29 23:55,都2022年了怎么还在拍这样的青春片啊……！！！！！！流水化三不沾,0,275,0
MooD,2022/4/29 21:33,编剧演员都挺好的 拍的挺MV的,30,147,1
基瑞尔,2022/4/30 15:09,我是真的讨厌异地恋，我是真的恶心恋爱脑。光线小生花速配连连看，随意指定俩人完成电影；谁懂为了辛云来在大银幕半永久当男学生，不停地看下去（狗听了都摇头.gif）。小旅馆里两个人在看《悲伤逆流成河》，一种“瞬息任敏宇宙”的感觉；有着分离焦虑（还不差钱）的两个人作天作地，不要来祸祸还忙着战胜封校限行的普通人了。,30,112,1
e,2022/4/29 20:14,看悲伤逆流成河的时候我说辛云来任敏都不错，未来戏路子一定很好。 然而他俩用一部又一部的烂片向我证明我当初的预言是错的。,20,1311,0
Emery_Hasio,2022/4/29 20:29,光线早已练就了一眼被鉴烂片的本领，特殊时期的被迫选择。在知道诸如“初恋情结”、“疼痛青春”等元素已经骗不了观众的情况下转向“异地恋”新思路，这个题材如果好好做一做形式化的内容至少是可以及格的，奈何导演和编剧功力太差，全片毫无剧情和节奏可言，连去年同期的《你的婚礼》都比不了，如果不是心疼票钱我可能前五分钟就离场了，拜托骗钱也拿点诚意出来，期待明年在315名单上见到光线。,20,655,0
